,English Reviews ,Modern standard Arabic (MSA),Bahraini Dialects (BDs)
0,"Not waterproof: We got this watch for my daughter as a birthday gift. The watch did not last until 3 months. My daughter jumped into the pool and the clock was dead. Of course at this stage there is no exchange or refund. We bought her a second watch, a different color the same. It clearly states it is water resistant to 99 feet. My daughter has never come close to that. We are very disappointed in this kind of watch.",ÛíÑ ãŞÇæãÉ ááãÇÁ: áŞÏ ÍÕáäÇ Úáì åĞå ÇáÓÇÚÉ áÅÈäÊí  ßåÏíÉ ÚíÏ ãíáÇÏ . ÇáÓÇÚÉ áã ÊÓÊãÑ ÍÊì 3 ÃÔåÑ. ŞİÒÊ ÈäÊí İí ÇáãÓÈÍ æßÇäÊ ÇáÓÇÚÉ ãíÊÉ. ÈÇáØÈÚ İí åĞå ÇáãÑÍáÉ áÇ íæÌÏ ÊÈÇÏá Ãæ ÇÓÊÑÏÇÏ. ÇÔÊÑíäÇ áåÇ ÓÇÚÉ ËÇäíÉ áæä ãÎÊáİ äİÓ ÇáÔíÁ. ÊäÕ ÈæÖæÍ Úáì ÃäåÇ ãŞÇæãÉ ááãÇÁ ÍÊì 99 ŞÏãÇ áã ÊŞÊÑÈ ÇÈäÊí ÃÈÏÇ ãä åĞÇ ÇáÑŞã. äÔÚÑ ÈÎíÈÉ Ããá ßÈíÑÉ İí åĞÇ ÇáäæÚ ãä ÇáÓÇÚÇÊ .,ãÇ ÊŞÇæã ÇáãÇí : ÍÕáäÇ Úáì ÇáÓÇÚÉ áÈÊí ßåÏíÉ ÚíÏ ãíáÇÏ . ÇáÓÇÚÉ ãÇ æÇÕáÊ 3 ÃÔåÑ . ØÈÊ ÈÊí İí ÇáÈÑÌÉ æ ßÇäÊ ÇáÓÇÚÉ ãíÊå . ÇßíÏ İí æÇáãÑÍáÉ ãÇ İíå ÊÈÇÏá Ãæ ÇÓÊíÑÇÏ .ÇÔÊÑíäå ÅáíåÇ ÓÇÚÉ ËÇäíÉ áæä ÛíÑ äİÓ ÇáÔí . ãßÊæÈ æÇÖÍ ÇäåÇ ÊŞÇæã ÇáãÇí ÍÊì 99 ŞÏã ãÇ ÊŞÑÈÊ ÈíÊ ÃÈÏÇ ãä åĞÇ ÇáÑŞã äÍÓ ÈÎíÈÉ Ããá ßÈíÑÉ İí åĞÇ ÇáäæÚ ãä ÇáÓÇÚÇÊ .
0,"I think the water on the watch face is a very good indication that this watch is not really ""water resistant"" to 99 feet. The bathtub is probably 16 inches deep and that is the only place our 5-year-old daughter used this in the two days she has had it. When your child thinks she has broken her birthday gift when, in fact, it was just a cheap watch. Not good.","ÃÚÊŞÏ Ãä ÇáãÇÁ ÇáãæÌæÏ İí æÌå ÇáÓÇÚÉ ãÄÔÑ ÌíÏ ÌÏğÇ Úáì Ãä åĞå ÇáÓÇÚÉ áíÓÊ ÍŞğÇ ""ãŞÇæãÉ ááãÇÁ"" ÍÊì ÚãŞ 99 ŞÏãğÇ. ÑÈãÇ íÈáÛ ÚãŞ ÍæÖ ÇáÇÓÊÍãÇã 16 ÈæÕÉ æåĞÇ åæ ÇáãßÇä ÇáæÍíÏ ÇáĞí ÇÓÊÎÏãÊå ÇÈäÊäÇ ÇáÈÇáÛÉ ãä ÇáÚãÑ 5 ÓäæÇÊ åĞÇ İí Çáíæãíä ÇááĞíä ÇãÊáßÊåÇ İíåãÇ.  ÚäÏãÇ ÊÚÊŞÏ ØİáÊß Ãäå ŞÏ  ßÓÑÊ åÏíÉ ÚíÏ ãíáÇÏåÇ ÈíäãÇ ßÇäÊ İí ÇáæÇŞÚ ãÌÑÏ ÓÇÚÉ ÑÎíÕÉ. ÔíÆ ÛíÑ ØíÈ.",ÇÚÊŞÏ Ãä ÇáãÇí Çááí İí æÌå ÇáÓÇÚÉ ãÄÔÑ ÌíÏ ÌÏÇ Úáì Åä åÇĞí ÇáÓÇÚÉ ÅäåÇ ãæ ÕÏŞ ãŞÇæãÉ ááãÇí Åáì ÚãŞ ?? ŞÏã . íãßä ÍæÖ ÇáÇÓÊÍãÇã íÈáÛ ÚãŞ ?? ÈæÕÉ æ åĞÇ ÇáãßÇä ÇáæÍíÏ Çááí ÇÓÊÎÏãÊå ÈÊäÇ Çááí ÚãÑåÇ ÎãÓ ÓäæÇÊ İí Çáíæãíä Çááí ÇãÊáßÊåÇ İíåÇ . áíä ÇÚÊŞÏÊ ÈäÊß ÇáÕÛíÑÉ ÇäåÇ ßÓÑÊ åÏíÉ ÚíÏ ãíáÇÏåÇ ÈíäãÇ İí ÇáÍŞíŞÉ åí ãÌÑÏ ÓÇÚÉ ÑÎíÕÉ . Ôí ãæ Íáíæ .
0,"I used to love this product just as many do. Unfortunately, a small piece of the knife blade broke into the food I was cutting, and if I hadn't seen it, my kids could have swallowed the blade. . After you were well aware of the danger, the manufacturer's only response was to offer another blade of the same dangerous blade.","ÇÚÊÏÊ Ãä ÃÍÈ åĞÇ ÇáãäÊÌ ÊãÇãğÇ ßãÇ íİÚá ÇáßËíÑæä. áÓæÁ ÇáÍÙ ¡ ÇäßÓÑÊ ŞØÚÉ ÕÛíÑÉ ãä ÔİÑÉ ÇáÓßíä İí ÇáØÚÇã ÇáĞí ßäÊ ÃŞæã ÈÊŞØíÚå ¡ æÅĞÇ áã ÃÑå ¡ ßÇä ãä Çáããßä Ãä íÈÊáÚ ÃØİÇáí ÇáäÕá. . ÈÚÏ Ãä Êßæä Úáì ÏÑÇíÉ ÌíÏÉ ÈÇáÎØÑ ¡ ßÇä ÑÏ ÇáÔÑßÉ ÇáãÕäÚÉ  ÇáæÍíÏ åæ ÊŞÏíã ÔİÑÉ ÃÎÑì ãä äİÓ ÇáÔİÑÉ ÇáÎØÑÉ.","ÊÚæÏÊ Åä ÃÍÈ åÇáãäÊÌ ßáÔ ãËá ãÇ íÓææä äÇÓ æÇÌÏ . áÓæÁ ÇáÍÙ ¡ ÇäßÓÑÊ ŞØÚÉ ÕÛíÑÉ ãä ÔİÑÉ ÇáÓßíä İí ÇáÃßá æ Çááí ßäÊ ÇŞØÚå æ ÅĞÇ ãÇ ÔİÊå ßÇä íãßä ÃæáÇÏí áÕÛÇÑ íÈáÚæä ÇáäÕá ... ÚŞÈ ãÇ Êßæä Úáì ÏÑÇíÉ ÚÏáå ÈÇáÎØÑ ßÇä ÑÏ ÇáÔÑßÉ Çááí ÊÕäÚ ÇáæÍíÏ åæ ÊŞÏíã ÔİÑÉ ËÇäíÉ ãä äİÓ ÇáÔİÑÉ ÇáÎØíÑÉ ."
0,"Dangerous chair: Within months of owning this rocking chair, the back broke from where it came into contact with the seat! My mother-in-law was shaking my daughter to sleep - without warning or anything. Very disappointing considering the cost of the chair. I will contact the manufacturer to see if I can get a refund and buy a different chair.","ßÑÓí ÎØíÑ: İí ÛÖæä ÃÔåÑ ãä ÇãÊáÇß åĞÇ ÇáßÑÓí ÇáåÒÇÒ¡ ÇäßÓÑ ÇáÙåÑ ãä ÍíË íÊÕá ÈÇáãŞÚÏ! ßÇäÊ ÍãÇÊí ÊåÒ ÇÈäÊí áÊäÇã - ÈÏæä ÊÍĞíÑ Ãæ Ãí ÔíÁ . ãÎíÈ ááÂãÇá ááÛÇíÉ ÈÇáäÙÑ Åáì ÊßáİÉ ÇáßÑÓí. ÓÃŞæã ÈÇáÇÊÕÇá ÈÇáÔÑßÉ ÇáãÕäÚÉ áãÚÑİÉ ãÇ ÅĞÇ ßÇä ÈÅãßÇäí ÇÓÊÑÏÇÏ ÇáÃãæÇá æÔÑÇÁ ßÑÓí ãÎÊáİ.",ßÑÓí ÎØíÑ : ÎáÇá ÃÔåÑ ãä ÇÊãáßÊ åÇáßÑÓí ÇáåÒÇÒ ÇäßÓÑ ÇáÙåÑ ãä ÍíË íÊÕá ÈÇáãŞÚÏ ! ßÇäÊ ÍãÇÊí ÊåÒ ÈÊí ÍÊì ÊäÇã _ ÈÏæä ÊÍĞíÑ Ãæ Ãí Ôí .ãÎíÈ ááÂãÇá ßáÔ ÈÇáäÓÈÉ ÈÇáäÙÑ Åáì ÊßÇáíİ ÇáßÑÓí . ÈÊÕá ááÔÑßÉ ÇáãÕäÚÉ ÈÔæİ ÅĞÇ ÃŞÏÑ ÃÑÌÚ ÇáÈíÒÇÊ æ ÇÔÊÑí ßÑÓí ãÎÊáİ
0,"Disappointed: The handle is too small. The metal is very soft, so that scratches are very easy. very cheap. The quality is not high. I will never buy cookware of this brand again ...","ÈÎíÈÉ Ããá: ÇáãŞÈÖ ÕÛíÑ ÌÏğÇ. ÇáãÚÏä ÌÏÇ  äÇÚã¡ ÈÍíË  ÇáÎÏæÔ ÓåáÉ ÌÏÇ. ÑÎíÕÉ ÌÏÇ. ÌæÏÉ áíÓÊ ÚÇáíÉ . áä ÃÔÊÑí ÃæÇäí Øåí ãä åĞå ÇáãÇÑßÉ  ãÑÉ ÃÎÑì .","ÎíÈÉ Ããá : ÇáãŞÈÖ ÕÛíÑ æÇÌÏ . ÇáãÚÏä äÇÚã ¡ ÈÍíË ÇáÎÏæÔ ÓåáÉ æÇÌÏ . ÑÎíÕ æÇÌÏ ÌæÏÉ áíÓÊ ÚÇáíÉ . ãÇ ÈÔÊÑí ãæÇÚíä ãä äİÓ ÇáãÇÑßÉ ãÑÉ ËÇäíÉ ."
0,"This rocking chair is a gift for my sister. We were disappointed to learn that the cargo delivered was damaged and the chair leg was broken. The shipment also arrived without notice so it came while they were on vacation. We wondered why we had been asked to give their phone number if no one intended to contact them about the shipment. We were so embarrassed that we put my sister and her husband into so much overtime when it was supposed to be a nice gift. Once everything is fixed, they will be happy with the product.","åĞÇ ÇáßÑÓí ÇáåÒÇÒ åÏíÉ áÃÎÊí . ÔÚÑäÇ ÈÎíÈÉ Ããá ÚäÏãÇ ÚáãäÇ Ãä ÇáÔÍäÉ ÇáÊí Êã ÊÓáíãåÇ ÊÇáİÉ æÃä ÓÇŞ ÇáßÑÓí ßÇä ãßÓæÑÇ . ææÕáÊ ÇáÔÍäÉ ÃíÖğÇ Ïæä ÅÎØÇÑ ¡ áĞÇ ÌÇÁÊ ÃËäÇÁ æÌæÏåã İí ÅÌÇÒÉ. ÊÓÇÁáäÇ áãÇĞÇ ØõáÈ ãäÇ ÅÚØÇÁ ÑŞã åÇÊİåã ÅĞÇ áã íßä ÃÍÏ íäæí ÇáÇÊÕÇá Èåã ÈÔÃä ÇáÔÍäÉ. ÔÚÑäÇ ÈÇáÍÑÌ ÇáÔÏíÏ áÃääÇ æÖÚäÇ ÃÎÊí æÒæÌåÇ İí ÇáßËíÑ ãä ÇáÚãá ÇáÅÖÇİí ÚäÏãÇ ßÇä ãä ÇáãİÊÑÖ Ãä Êßæä åÏíÉ áØíİÉ. ÈãÌÑÏ ÅÕáÇÍ ßá ÔíÁ ¡ Óíßæäæä ÓÚÏÇÁ ÈÇáãäÊÌ .","åĞÇ ÇáßÑÓí ÇáåÒÇÒ åÏíÉ áÃÎÊí . ÔÚÑäÇ ÈÎíÈÉ Ããá æŞÊ ãÇ ÚÑİäÇ Ãä ÇáÔÍäÉ Çááí Êã ÊÓáíãåÇ ÎÑÇÈÉ æ Åä ÑÌæáÉ ÇáßÑÓí ãßÓæÑÉ . ææÕáÊ ÇáÔÍäÉ Ïæä ÇÎØÇÑ . áåÇ ÇáÓÈÈ æÕáÊ ÃËäÇÁ æÌæÏåã İí ÅÌÇÒÉ ÊÓÇÆáäÇ áæíÔ ØáÈæÇ ãäÇ äÚØíåã ÑŞãåã ÅĞÇ ãÇ ßÇä ÃÍÏ äÇæí íÊÕá Èåã ÈÎÕæÕ ÇáÔÍäÉ . ÍÓíäÇ ÈÇáİÔíáÉ æÇÌÏ áÃä ÎáíäÇ ÃÎÊí æ ÒæÌåÇ İí æÇÌÏ ãä ÇáÚãá ÇáÅÖÇİí æ ÇáãİÊÑÖ Åä Êßæä åÏíÉ áØíİÉ. ÈãÌÑÏ ÅÕáÇÍ ßá Ôí ¡ íßæäæä ÓÚÏÇÁ ÈÇáãäÊÌ ."
0,"Dont buy it: If you are not a professional chef don't buy it. I only used it once and it became yellow. I decided to return it, since after one day of using it, it looked just like my 5 year old cookware.","áÇ ÊÔÊÑíå: ÅĞÇ áã Êßä ØÇåíÇğ ãÍÊÑİğÇ İáÇ ÊÔÊÑíå. ÇÓÊÎÏãÊå ãÑÉ æÇÍÏÉ İŞØ æÃÕÈÍ áæäå ÃÕİÑ. ŞÑÑÊ ÅÚÇÏÊå ¡ áÃäå ÈÚÏ íæã æÇÍÏ ãä ÇÓÊÎÏÇãå ¡ ÈÏÇ ÊãÇãğÇ ãËá ÃæÇäí ÇáØåí ÇáÊí ÊÈáÛ ãä ÇáÚãÑ 5 ÓäæÇÊ.",áÇ ÊÔÊÑíå áíä ãÇ ßäÊ ØÈÇÎ İäÇä áÇ ÊÔÊÑíå ÇÓÊÎÏãÊå ãÑÉ æÍÏÉ ÈÓ æ ÕÇÑ áæäå ÃÕİÑ ŞÑÑÊ ÃÑÌÚå áÃä ÚŞÈ íæã æÇÍÏ ãä ÇÓÊÎÏÇãí Åáíå ÕÇÑ ßáÔ ãËá ÈŞíÉ ÇáãæÇÚíä Çááí ÚãÑåã ÎãÓ ÓäæÇÊ
0,"Stop! Don't buy this set of litter. This set of pots and pans is the largest litter I have ever bought. Within two weeks, all of the pots and pans in this set were either scattered, stained, or chipped. Be careful, buyer.","ÊæŞİ! áÇ ÊÔÊÑí åĞå ÇáãÌãæÚÉ ãä ÇáŞãÇãÉ . åĞå ÇáãÌãæÚÉ ãä ÇáÃæÇäí æÇáãŞÇáí åí ÃßÈÑ ŞØÚ ãä ÇáİÖáÇÊ ÇÔÊÑíÊåÇ Úáì ÇáÅØáÇŞ. İí ÛÖæä ÃÓÈæÚíä ¡ ßÇäÊ ÌãíÚ ÇáÃæÇäí æÇáãŞÇáí ÇáãæÌæÏÉ İí åĞå ÇáãÌãæÚÉ ÅãÇ ãÈÚËÑÉ Ãæ ãáØÎÉ Ãæ ãÊßÓÑÉ. ßä Úáì ÍĞÑ ÇíåÇ ÇáãÔÊÑí.",ÊæŞİ áÇ ÊÔÊÑí åÇáãÌãæÚÉ ãä áÎãÇã åÇÏí ÇáãÌãæÚÉ ãä ÇáãæÇÚíä æ ÇáãŞÇáí åí ÃßÈÑ ŞØÚ ãä áÎãÇã ÇÔÊÑíÊåÇ Úáì ÇáÅØáÇŞ ÎáÇá ÇÓÈæÚíä ßÇäÊ ßá åÇáÃæÇäí æ ÇáãŞÇÈá ÇáãæÌæÏÉ İí åÇáãÌãæÚÉ ÇãÇ ãİáÊå Ãæ ãÊáÚæÒÉ Ãæ ãÊßÓÑÉ ÇäÊÈå íÇááí ÈÊÔÊÑí
0,"Worst game ,This game is not good at all. It is not fun to play and it just gets you dizzy. I would not recommand it, unless you are 10 years old and under. Do not buy it!","ÃÓæÃ áÚÈÉ ¡ åĞå ÇááÚÈÉ áíÓÊ ÌíÏÉ Úáì ÇáÅØáÇŞ. ÇááÚÈ áíÓ ããÊÚÇ æåæ İŞØ íÕíÈß ÈÇáÏæÇÑ. áä ÃäÕÍ ÈĞáß ¡ ÅáÇ ÅĞÇ ßÇä ÚãÑß 10 ÓäæÇÊ Ãæ ÃŞá. áÇ ÊÔÊÑíåÇ!","ÇÎÓ áÚÈå åĞí ÇááÚÈå ãæ ããÊÚå æãæ Òíäå ßáÔ æÊÌíÈ ÏæÑå İí ÇáÑÃÓ ãÇ ÇäÕÍ İíåÇ ÇáÇ ÇĞÇ ßÇä ÚãÑß ÇßÈÑ ãä ??ÓäæÇÊ  ¡ áÇ ÊÔÊÑæäåÇ ÇÎÓ áÚÈÉ ¡ åĞí ÇááÚÈÉ ÇÈÏÇ ãæÒíäÉ ÈÊÇÊÇ . ÇááÚÈ ãÇíÎáíß ãÓÊÇäÓ æåæ íÓÈÈ áß ÏæÇÑ İí ÇáÑÇÓ . ãÇ ÑÇÍ ÇäÕÍ ÈåÇáÔí ¡ ÇáÇ ÇĞÇ ßÇä ÚãÑß ?? ÓäæÇÊ Çæ ÇŞá ¡ áÇ ÊÔÊÑíåÇ"
0,"I was looking forward to having my own cappuccino maker and received it as a gift. I read the comments about it. After a few weeks of use, it started leaking from below. She took the machine back to the store and got a replacement. After six months, start again. I am very disappointed. I neither recommend this company nor the device.","ßäÊ ÃÊØáÚ Åáì ÇáÍÕæá Úáì ÕÇäÚ ÇáßÇÈÊÔíäæ ÇáÎÇÕ Èí æÊáŞíÊåÇ ßåÏíÉ. áŞÏ ŞÑÃÊ ÇáÊÚáíŞÇÊ ÚäåÇ. ÈÚÏ ÈÖÚÉ ÃÓÇÈíÚ ãä ÇáÇÓÊÎÏÇã ¡ ÈÏÃ íÓÑÈ ãä ÇáÃÓİá. ÃÚÏÊ ÇáÂáÉ Åáì ÇáãÊÌÑ æÍÕáÊ Úáì ÈÏíá. ÈÚÏ ÓÊÉ ÃÔåÑÈÏÃ ãÑÉ ÃÎÑì. ÃÔÚÑ ÈÎíÈÉ Ããá ßÈíÑÉ . áÇ ÃæÕí ÈåĞå ÇáÔÑßÉ æáÇ ÇáÌåÇÒ.","ßäÊ ÍÇØ İí ÈÇáí Çäí ÇÔÊÑí ãÇßíäÉ ÕäÚ ÇáßÇÈÊÔíäæ æ ÌÇÊäí åÏíÉ . ŞÑíÊ ÇáÊÚáíŞÇÊ ÚäåÇ . ÈÚÏ ßã ÇÓÈæÚ ãä ÇÓÊÎÏÇãåÇ ÈÏÃÊ ÊÓÑÈ ãä ÊÍÊ . ÑÌÚÊ ÇáãÇßíäÉ Çáì ÇáãÍá æÚØæäí ÈÏá ÚäåÇ ¡ ÈÚÏ ÓÊÉ ÇÔåÑ ÈÏÃÊ ÊÓÑÈ ãÑÉ ËÇäíÉ . ÇÔÚÑ ÈÇáÇÍÈÇØ æÎíÈÉ ÍÙ ßÈíÑÉ ¡ ÇáÕÑÇÍÉ ãÇ ÃæÕí áÇ ÈåÇáãßíäÉ æáÇ ÈåÇáÔÑßÉ ."
0,"Do not buy it rubbish garbage garbage. I only had this year and it started leaking from the bottom, telling you it's not worth 20 dollars let alone 100 dollars.","áÇ ÊÔÊÑæå  Åäå äİÇíÉ äİÇíÉ äİÇíÉ . áã íßä áÏí Óæì åĞÇ ÇáÚÇã æÈÏÃ İí ÇáÊÓÑíÈ  ãä ÇáÃÓİá ¡  ÇŞæá áßã Çäå áÇ íÓÇæí 20 ÏæáÇÑ äÇåíß Úä 100 ÏæáÇÑ .","áÇ ÊÔÊÑæäå ÒÈÇáå ÒÈÇáÉ ÒÈÇáå ¡ ãÇÕÇÑ áå ÓäÉ ÚäÏí æÈÏÃ íÓÑÈ ãä ÊÍÊ ¡ ÇŞæá áíßã åĞÇ ãÇíÓæì ?? ÏæáÇÑ ãæ ÈÚÏ ??? ÏæáÇÑ"
0,"I got this coffee maker late last year. It's beautiful on the outside and a number of comments on similar machines raised my hopes, I had serious problems with the machine. The steamer was difficult to use and ended up burning my hands. For the first six months or so, the coffee machine worked fine. About two months ago, I noticed the water tank starting to leak. I would probably have half a cup of water on my table from this machine every day.","ÍÕáÊ Úáì ÂáÉ ÕäÚ ÇáŞåæÉ åĞå İí ÃæÇÎÑ ÇáÚÇã ÇáãÇÖí  . ÅäåÇ ÌãíáÉ ãä ÇáÎÇÑÌ æÚÏÏ ãä ÇáÊÚáíŞÇÊ Úáì ãÇßíäÇÊ ããÇËáÉ ÚÒÒÊ ÂãÇáí ¡ áŞÏ æÇÌåÊ ãÔÇßá ÎØíÑÉ ãÚ ÇáÂáÉ .  ßÇä ãä ÇáÕÚÈ ÇÓÊÎÏÇã ÇáŞÏÑ ÇáÈÎÇÑí æÇäÊåì Èí ÇáÃãÑ ÈÍÑŞ íÏí.  ÎáÇá ÇáÃÔåÑ ÇáÓÊÉ ÇáÃæáì Ãæ äÍæ Ğáß ¡ ÚãáÊ ÂáÉ ÕäÚ ÇáŞåæÉ ÈÔßá ÌíÏ. ãäĞ ÍæÇáí ÔåÑíä ¡ áÇÍÙÊ ÎÒÇä ÇáãíÇå ÈÏÃ íÓÑÈ. ãä ÇáãÍÊãá Ãä íßæä áÏí äÕİ ßæÈ ãä ÇáãÇÁ Úáì ãäÖÏÊí ãä åĞå ÇáÂáÉ  ßá íæã.","ÍÕáÊ Úáì ÇáãßíäÉ Çááí ÊÕäÚ ÇáŞåæÉ äåÇíÉ ÇááÚÇã . åí Íáíæå ãä ÈÑÇ æãÌãæÚÉ ÇáÂÑÇÁ æÇáÊÚáíŞÇÊ Úáì ãßÇíä ãËáåÇ ÔÌÚÊäí ÈÇáäÓÈÉ áåÇ ¡ æÇÌÏ ãÔÇßá ÕÇÑÊ áíí æíÇ åÇáÂáÉ . ÕÚÈ ÊÓÊÎÏã ÇáæÚÇÁ ÇÇÈÎÇÑí æÂÎÑÊåÇ ÇÍÊÑŞÊ ÇíÏí . İí ÇáÇÔåÑ ÇáÃæáíÉ ÇáÓÊÉ Çæ Ğí ÊŞÑíÈÇ ¡ ÇÔÊÛáÊ ÇáÂáÉ ÊãÇã .ãä ÍæÇáí ÔåÑíä ÔİÊ Çä ÎÒÇä ÇáãÇí ÈÏÃ íÓÑÈ . ÇÍÊãÇá íÕíÑ Úáì ÇáØÇæáÉ äÕİ ßæÈ ãÇí ãä åÇáÂáÉ ßá íæã ÊŞÑíÈÇ ÈÓÈÈ åÇáÊÓÑíÈ"
0,"The coffee machine broke down within 4 months of purchase. It will be fixed and shipped again for free, but it is very frustrating. I should have brought it back to the store to get my money back straight away, but I waited too long. Avoid this brand and this device at all costs. It looks cute on the box, but it's a plastic piece of litter. For the price I paid for, I could go to a kitchen ware store and buy a quality product made of metal.","ÊÚØáÊ ÂáÉ ÕäÚ ÇáŞåæÉ   İí ÛÖæä 4 ÃÔåÑ ãä ÇáÔÑÇÁ.  ÓíÊã ÅÕáÇÍåÇ æÔÍäåÇ ãÑÉ ÃÎÑì ãÌÇäÇ ¡ æáßäåÇ ãÍÈØÉ ááÛÇíÉ. ßÇä íÌÈ Ãä ÃÚíÏåÇ Åáì ÇáãÊÌÑ  áÇÓÊÚÇÏÉ ÃãæÇáí ãÈÇÔÑÉ ¡ áßääí ÇäÊÙÑÊ ØæíáÇğ. ÊÌäÈ åĞå ÇáÚáÇãÉ ÇáÊÌÇÑíÉ æåĞÇ ÇáÌåÇÒ ÈÃí Ëãä. ÊÈÏæ áØíİÉ Úáì ÇáÕäÏæŞ ¡ áßäåÇ ŞØÚÉ ÈáÇÓÊíßíÉ ãä ÇáİÖáÇÊ. ÈÇáÓÚÑ ÇáĞí ÏİÚÊå ãŞÇÈá Ğáß ¡ ßÇä ÈÅãßÇäí ÇáĞåÇÈ Åáì ãÊÌÑ  ÈíÚ ÇáÃÏæÇÊ ÇáãØÈÎíÉ  æÇÔÊÑí ãäÊÌÇ ÚÇáí ÇáÌæÏÉ ãÕäæÚğÇ ãä ÇáãÚÏä .","ÇÎÊÑÈÊ ãÇßíäÉ ÇáŞåæÉ İí ÇÑÈÚ ÔåæÑ ãä ÇÔÊÑíÊåÇ . ÑÇÍ íÊã ÊÕáíÍåÇ æÇÑÓÇáåÇ ãÑÉ ËÇäíÉ ¡ áßäåÇ ÊÍÒä ÇáÕÑÇÍÉ ¡ ßÇä áÇÒã ÇÑÌÚåÇ ááãÍá ÚÔÇä ÇÓÊÑÌÚ İáæÓí ãÈÇÔÑÉ ¡ áßääí æÇÌÏ ÇäÊÙÑÊ . ÊÌäÈ åĞí ÇáÚáÇãÉ ÇáÊÌÇÑíÉ Çæ åĞí ÇáãÇÑßÉ æåĞí ÇáãßíäÉ ÈÃí Ôßá ãä ÇáÃÔßÇá . ÔßáåÇ ãä ÈÑÇ Úáì ÇáÕäÏæŞ íÈíä Íáíæ ¡ áßäåÇ ŞØÚÉ ÈáÇÓÊíß ÎãÇã . ÈåÇ ÇáÓÚÑ Çááí ÏİÚÊå ÚáíåÇ ßÇä ÈÇãßÇäí ÇÑæÍ ãÍá ãæÇÚíä ÇáãØÈÎ æÇÔÊÑí áíí Ôí ÊãÇã ãÕäæÚ ãä ÇáãÚÏä"
0,Don't buy this machine.: This is an awful machine for making lattes. Coffee is not hot and the milk frothing mechanism is archaic. Bought it because of the dual type coffee maker. Big mistake!,áÇ ÊÔÊÑí åĞå ÇáÂáÉ: ÅäåÇ ÂáÉ ãÑæÚÉ áÕäÚ ÇááÇÊíå. ÇáŞåæÉ áíÓÊ ÓÇÎäÉ æÂáíÉ ÕäÚ ÑÛæÉ ÇáÍáíÈ ŞÏíãÉ. ÇÔÊÑíÊåÇ ÈÓÈÈ ãÇßíäÉ ÕäÚ ÇáŞåæÉ ãä ÇáäæÚ ÇáãÒÏæÌ. ÎØÃ İÇÏÍ!,"áÇ ÊÔÊÑí åÇáãßíäÉ : åĞí ãßíäÉ ãÎíİÉ ÚÔÇä ÊÓæí İíåÇ ÇááÇÊíå . ÇáŞåæÉ ãæ ÕÇÎäå æØÑíŞÉ ÊÓæí ÑÛæÉ ÇáÍáíÈ ŞÏíãÉ ¡ ÇÔÊÑíÊåÇ ÈÓÈÈ ãÇßíäÉ ÕäÚ ÇáŞåæÉ ãä ÇáäæÚ ÇáãÒÏæÌ ¡ ÎØÃ İÙíÚ"
0,"Wacky movie: Put this movie at the bottom of the main Free Watch list. Maybe if you stone him, that movie might make sense ...","İíáã ÃÍãŞ: ÖÚ åĞÇ Çáİíáã İí ÃÓİá ŞÇÆãÉ ÇáãÔÇåÏÉ ÇáãÌÇäíÉ ÇáÑÆíÓíÉ. ÑÈãÇ ÅĞÇ ÑÌãÊå ÈÇáÍÌÇÑÉ ¡ İŞÏ íßæä åĞÇ Çáİíáã ãäØŞíğÇ ...","İíáã ÓÇĞÌ : Îá åĞÇ Çáİíáã İí ÇÎÑ ŞÇÆãÉ ÇáãÔÇåÏÉ ÇáÑÆÓíÉ Çááí ÈÈáÇÔ . íãßä ÇĞÇ ÑãíÊ Úáíå ÇáÍÌÇÑÉ ¡ íãßä íßæä Ôí ÚŞáÇäí"
0,"Awesome frying pan !: I have never bought a cheaper set of fryers in my life. These are very lightweight and the bottom peels off the paint. I don't own a dishwasher, so it's cheap. My husband is a cook and I wanted to surprise him with a new set of fryers and how disappointing this was! You made me cry! Don't buy it.","ãŞÇáí ÑåíÈÉ!: áã ÃÔÊÑí ŞØ ãÌãæÚÉ ÃÑÎÕ ãä ÇáãŞÇáí İí ÍíÇÊí. åĞå ÎİíİÉ ÇáæÒä ááÛÇíÉ æŞÇÚåÇ íÊŞÔÑ ãäå ÇáØáÇÁ. ÃäÇ áÇ ÃãÊáß ÛÓÇáÉ ÃØÈÇŞ ¡ áĞÇ İåí ÑÎíÕÉ ÇáËãä . ÒæÌí ØÈÇÎ æÃÑÏÊ Ãä ÃİÇÌÆå ÈãÌãæÚÉ ÌÏíÏÉ ãä ÇáãŞÇáí æßã åĞÇ ãÎíÈ ááÂãÇá! ÌÚáÊäí ÃÈßí! áÇ ÊÔÊÑíåÇ.","ãŞÇáí æÇÌÏ ÊãÇã ÚÌíÈÉ : ãÇ ÔÊÑíÊ ÇÈÏÇ ãŞÇáí ÇÑÎÕ ãä åĞæáÇ İí ÍíÇÊí ãä ŞÈá .ßáÔ ÎİíİÉ ÇáæÒä æŞÇÚåÇ íÊŞÔÑ ãäå ÇáÕÈÛ ¡ Çäí ãÇÚäÏí ÛÓÇáÉ ÕÍæä ¡ ÚÔÇä Ğíå åí ÑÎíÕÉ . ÒæÌí ØÈÇÎ æ ÍÈíÊ ÇİÇÌÆå ÈãÌãæÚÉ ãŞÇáí ¡ áßä åÇáÔí ÕÇÑ ãÍÈØ æãÎíÈ ááÂãÇá ! ÎáÇäí ÇÕíÍ . áÇ ÊÔÊÑæäåÇ"
